age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29.00,self-employed,married,tertiary,no,1.00,no,no,cellular,18.00,jul,167.00,3.00,-1.00,0.00,unknown,no
41.00,blue-collar,married,primary,no,7735.00,yes,no,cellular,20.00,nov,220.00,1.00,190.00,1.00,failure,no
30.00,technician,single,tertiary,no,1922.00,yes,no,cellular,18.00,may,546.00,1.00,-1.00,0.00,unknown,no
28.00,student,single,secondary,no,153.00,no,no,cellular,23.00,jul,1124.00,2.00,-1.00,0.00,unknown,yes
26.00,blue-collar,married,secondary,no,2770.00,yes,no,unknown,8.00,may,141.00,1.00,-1.00,0.00,unknown,no
58.00,management,married,secondary,no,139.00,no,no,cellular,27.00,may,188.00,1.00,161.00,2.00,other,no
29.00,management,single,tertiary,no,21.00,yes,no,cellular,14.00,may,107.00,4.00,371.00,3.00,failure,no
48.00,technician,married,secondary,no,178.00,yes,no,unknown,17.00,jun,320.00,4.00,-1.00,0.00,unknown,no
35.00,blue-collar,married,secondary,no,444.00,yes,no,cellular,15.00,apr,244.00,3.00,-1.00,0.00,unknown,no
26.00,services,single,secondary,no,209.00,yes,no,cellular,22.00,jul,319.00,2.00,-1.00,0.00,unknown,no
49.00,blue-collar,married,unknown,no,3096.00,no,no,unknown,16.00,jun,147.00,2.00,-1.00,0.00,unknown,no
34.00,admin.,married,secondary,no,5320.00,no,no,cellular,3.00,mar,114.00,6.00,467.00,5.00,other,no
32.00,services,married,secondary,no,4885.00,yes,yes,cellular,18.00,nov,400.00,2.00,-1.00,0.00,unknown,no
31.00,admin.,married,secondary,no,0.00,yes,yes,cellular,18.00,nov,79.00,3.00,-1.00,0.00,unknown,no
48.00,unemployed,married,primary,no,5462.00,no,no,unknown,6.00,jun,29.00,4.00,-1.00,0.00,unknown,no
40.00,blue-collar,married,secondary,no,6767.00,yes,no,cellular,20.00,nov,97.00,2.00,-1.00,0.00,unknown,no
42.00,technician,divorced,secondary,no,2974.00,yes,no,unknown,21.00,may,187.00,5.00,-1.00,0.00,unknown,no
48.00,technician,married,secondary,no,427.00,no,no,unknown,14.00,may,201.00,1.00,-1.00,0.00,unknown,no
38.00,services,married,secondary,no,8876.00,no,no,cellular,2.00,feb,280.00,1.00,75.00,1.00,failure,no
53.00,management,married,tertiary,no,146.00,no,no,unknown,30.00,may,150.00,1.00,-1.00,0.00,unknown,no
59.00,retired,divorced,secondary,no,319.00,no,no,cellular,24.00,jul,129.00,1.00,-1.00,0.00,unknown,no
28.00,unemployed,single,secondary,no,304.00,no,no,cellular,14.00,jun,516.00,1.00,-1.00,0.00,unknown,no
41.00,blue-collar,married,primary,no,389.00,yes,no,unknown,16.00,jun,127.00,2.00,-1.00,0.00,unknown,no
50.00,management,single,primary,no,766.00,no,no,unknown,17.00,jun,174.00,2.00,-1.00,0.00,unknown,no
31.00,admin.,married,secondary,no,0.00,yes,no,cellular,29.00,jul,82.00,5.00,-1.00,0.00,unknown,no
30.00,technician,single,secondary,no,3107.00,yes,no,unknown,3.00,jun,1516.00,2.00,-1.00,0.00,unknown,no
59.00,admin.,divorced,secondary,no,174.00,yes,no,unknown,16.00,may,204.00,1.00,-1.00,0.00,unknown,no
33.00,technician,divorced,secondary,yes,-305.00,no,yes,unknown,9.00,may,109.00,1.00,-1.00,0.00,unknown,no
35.00,self-employed,married,secondary,no,670.00,no,no,cellular,9.00,jul,378.00,1.00,-1.00,0.00,unknown,no
30.00,management,single,tertiary,no,6164.00,yes,no,unknown,27.00,may,152.00,11.00,-1.00,0.00,unknown,no
71.00,retired,married,secondary,no,2850.00,no,no,cellular,17.00,feb,185.00,1.00,-1.00,0.00,unknown,yes
30.00,services,single,primary,no,79.00,yes,no,cellular,15.00,may,317.00,1.00,-1.00,0.00,unknown,no
24.00,services,married,secondary,yes,110.00,yes,no,unknown,23.00,may,27.00,1.00,-1.00,0.00,unknown,no
34.00,technician,single,secondary,no,5039.00,no,no,cellular,20.00,nov,205.00,6.00,-1.00,0.00,unknown,no
34.00,blue-collar,married,secondary,no,360.00,yes,no,telephone,19.00,nov,46.00,1.00,182.00,2.00,failure,no
52.00,admin.,married,secondary,no,199.00,no,no,cellular,28.00,jan,978.00,2.00,189.00,1.00,other,no
33.00,self-employed,single,secondary,no,238.00,yes,yes,cellular,5.00,feb,45.00,5.00,-1.00,0.00,unknown,no
38.00,blue-collar,married,secondary,no,5092.00,yes,no,unknown,17.00,jun,145.00,6.00,-1.00,0.00,unknown,no
41.00,admin.,divorced,secondary,no,1088.00,yes,no,cellular,28.00,jan,138.00,1.00,-1.00,0.00,unknown,no
42.00,management,divorced,tertiary,no,221.00,yes,no,unknown,7.00,may,720.00,2.00,-1.00,0.00,unknown,no
38.00,blue-collar,divorced,secondary,no,889.00,no,yes,unknown,18.00,jun,362.00,1.00,-1.00,0.00,unknown,no
48.00,blue-collar,married,primary,no,750.00,yes,no,cellular,18.00,may,90.00,6.00,-1.00,0.00,unknown,no
34.00,technician,single,secondary,no,0.00,yes,yes,unknown,16.00,may,214.00,1.00,-1.00,0.00,unknown,no
46.00,blue-collar,married,primary,no,1291.00,yes,no,cellular,14.00,may,142.00,3.00,259.00,17.00,failure,no
33.00,technician,married,secondary,no,1844.00,yes,no,unknown,29.00,may,241.00,3.00,-1.00,0.00,unknown,no
40.00,management,married,tertiary,no,89.00,yes,yes,telephone,9.00,feb,148.00,6.00,-1.00,0.00,unknown,no
36.00,admin.,married,secondary,no,4280.00,no,no,unknown,19.00,jun,227.00,6.00,-1.00,0.00,unknown,no
32.00,technician,single,secondary,no,0.00,no,no,cellular,21.00,aug,126.00,2.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,secondary,no,625.00,yes,no,unknown,28.00,may,410.00,1.00,-1.00,0.00,unknown,no
55.00,technician,married,unknown,no,574.00,yes,no,cellular,29.00,jan,243.00,2.00,-1.00,0.00,unknown,no
58.00,management,married,primary,no,320.00,yes,no,unknown,30.00,may,171.00,2.00,-1.00,0.00,unknown,no
25.00,technician,single,tertiary,no,468.00,yes,no,unknown,15.00,may,147.00,1.00,-1.00,0.00,unknown,no
47.00,services,married,secondary,no,440.00,yes,no,unknown,12.00,jun,91.00,1.00,-1.00,0.00,unknown,no
40.00,unemployed,married,secondary,no,0.00,yes,no,cellular,19.00,nov,332.00,1.00,183.00,1.00,failure,no
59.00,retired,married,secondary,no,5706.00,yes,no,cellular,25.00,jul,471.00,2.00,-1.00,0.00,unknown,no
40.00,management,married,tertiary,no,7780.00,no,no,telephone,4.00,may,364.00,1.00,355.00,1.00,other,no
30.00,management,married,secondary,no,-559.00,yes,yes,cellular,7.00,may,98.00,1.00,167.00,2.00,failure,no
25.00,entrepreneur,single,tertiary,no,16874.00,yes,yes,cellular,15.00,may,117.00,2.00,-1.00,0.00,unknown,no
58.00,retired,married,primary,no,1987.00,no,no,telephone,14.00,jul,185.00,4.00,-1.00,0.00,unknown,no
39.00,entrepreneur,married,unknown,no,98.00,yes,no,telephone,15.00,may,59.00,3.00,367.00,1.00,other,no
40.00,self-employed,married,tertiary,no,642.00,no,no,cellular,18.00,nov,147.00,3.00,-1.00,0.00,unknown,no
38.00,blue-collar,married,secondary,no,526.00,yes,yes,unknown,23.00,may,553.00,2.00,-1.00,0.00,unknown,no
66.00,management,single,tertiary,no,6483.00,no,no,cellular,13.00,aug,275.00,1.00,-1.00,0.00,unknown,no
47.00,management,married,tertiary,no,2306.00,no,no,telephone,6.00,aug,239.00,4.00,-1.00,0.00,unknown,yes
37.00,blue-collar,married,secondary,no,954.00,yes,no,unknown,2.00,jun,402.00,9.00,-1.00,0.00,unknown,no
36.00,management,single,tertiary,no,-679.00,yes,yes,cellular,7.00,may,172.00,1.00,93.00,1.00,failure,no
50.00,blue-collar,married,primary,no,-1.00,no,no,cellular,19.00,aug,195.00,2.00,-1.00,0.00,unknown,no
76.00,retired,married,primary,no,2590.00,no,no,telephone,9.00,feb,68.00,12.00,-1.00,0.00,unknown,no
58.00,management,single,tertiary,no,331.00,no,yes,cellular,28.00,jul,82.00,3.00,-1.00,0.00,unknown,no
42.00,admin.,married,secondary,no,4209.00,yes,no,unknown,5.00,jun,57.00,6.00,-1.00,0.00,unknown,no
58.00,services,divorced,secondary,no,462.00,no,no,cellular,13.00,nov,495.00,1.00,93.00,1.00,success,yes
28.00,self-employed,single,tertiary,no,0.00,yes,no,cellular,21.00,jul,479.00,1.00,-1.00,0.00,unknown,no
41.00,technician,married,secondary,no,0.00,no,no,cellular,29.00,aug,141.00,2.00,-1.00,0.00,unknown,no
30.00,management,married,tertiary,no,151.00,no,no,cellular,19.00,aug,82.00,4.00,-1.00,0.00,unknown,no
32.00,management,divorced,tertiary,no,883.00,yes,no,cellular,10.00,dec,798.00,1.00,185.00,5.00,other,yes
27.00,services,single,secondary,no,266.00,no,yes,cellular,7.00,jul,232.00,1.00,-1.00,0.00,unknown,no
48.00,management,married,tertiary,no,0.00,no,no,cellular,26.00,aug,60.00,5.00,-1.00,0.00,unknown,no
36.00,technician,married,tertiary,no,491.00,yes,no,unknown,8.00,may,103.00,3.00,-1.00,0.00,unknown,no
54.00,management,married,tertiary,no,3.00,no,yes,cellular,8.00,jul,443.00,1.00,-1.00,0.00,unknown,no
36.00,blue-collar,married,secondary,no,198.00,yes,no,unknown,9.00,may,400.00,2.00,-1.00,0.00,unknown,no
52.00,housemaid,married,secondary,no,14363.00,no,no,unknown,5.00,jun,132.00,1.00,-1.00,0.00,unknown,no
34.00,technician,divorced,secondary,no,0.00,yes,yes,cellular,18.00,aug,374.00,16.00,-1.00,0.00,unknown,no
43.00,technician,married,secondary,no,136.00,no,no,cellular,25.00,aug,363.00,7.00,-1.00,0.00,unknown,yes
32.00,management,single,tertiary,no,28.00,no,no,cellular,8.00,aug,111.00,2.00,-1.00,0.00,unknown,no
33.00,management,single,tertiary,no,335.00,no,no,cellular,29.00,aug,130.00,4.00,-1.00,0.00,unknown,no
51.00,housemaid,married,unknown,no,174.00,no,no,telephone,29.00,jul,308.00,3.00,-1.00,0.00,unknown,no
39.00,unemployed,married,secondary,no,270.00,yes,no,unknown,3.00,jun,116.00,1.00,-1.00,0.00,unknown,no
44.00,management,single,tertiary,no,1206.00,no,no,cellular,9.00,jul,160.00,2.00,-1.00,0.00,unknown,no
49.00,housemaid,divorced,primary,no,198.00,yes,no,unknown,13.00,may,205.00,3.00,-1.00,0.00,unknown,no
25.00,technician,married,tertiary,no,914.00,yes,no,cellular,12.00,may,185.00,2.00,-1.00,0.00,unknown,no
39.00,self-employed,married,secondary,no,31.00,yes,no,cellular,20.00,nov,61.00,2.00,181.00,4.00,failure,no
54.00,technician,married,secondary,no,0.00,no,no,telephone,14.00,aug,159.00,2.00,106.00,6.00,success,no
32.00,management,single,tertiary,no,347.00,yes,no,cellular,18.00,may,213.00,1.00,264.00,6.00,failure,no
36.00,management,married,tertiary,no,860.00,yes,no,unknown,20.00,may,294.00,15.00,-1.00,0.00,unknown,no
54.00,technician,married,secondary,no,89.00,yes,no,cellular,10.00,jul,140.00,3.00,-1.00,0.00,unknown,no
31.00,technician,married,secondary,no,0.00,yes,yes,cellular,28.00,jan,71.00,1.00,223.00,9.00,other,no
45.00,services,married,secondary,no,0.00,no,yes,cellular,8.00,jul,47.00,7.00,-1.00,0.00,unknown,no
31.00,admin.,single,secondary,no,68.00,yes,no,cellular,16.00,apr,570.00,2.00,-1.00,0.00,unknown,no
45.00,technician,married,secondary,no,-149.00,yes,no,cellular,14.00,jul,287.00,2.00,-1.00,0.00,unknown,no
33.00,services,divorced,secondary,no,2411.00,yes,no,cellular,23.00,oct,130.00,1.00,161.00,1.00,failure,yes
46.00,management,divorced,tertiary,no,225.00,yes,no,cellular,14.00,may,201.00,1.00,345.00,1.00,other,no
43.00,unknown,single,tertiary,no,2731.00,no,no,cellular,21.00,nov,11.00,7.00,-1.00,0.00,unknown,no
50.00,management,married,tertiary,no,112.00,yes,no,cellular,4.00,nov,70.00,5.00,85.00,5.00,other,no
44.00,management,divorced,tertiary,no,0.00,no,no,cellular,22.00,aug,54.00,2.00,-1.00,0.00,unknown,no
42.00,services,married,secondary,no,3620.00,yes,no,unknown,27.00,may,22.00,16.00,-1.00,0.00,unknown,no
26.00,blue-collar,single,secondary,no,179.00,no,no,cellular,30.00,jul,103.00,3.00,-1.00,0.00,unknown,no
47.00,admin.,single,secondary,no,1544.00,yes,no,cellular,6.00,apr,104.00,1.00,312.00,1.00,failure,no
48.00,blue-collar,married,primary,no,199.00,no,no,telephone,18.00,aug,29.00,2.00,-1.00,0.00,unknown,no
60.00,blue-collar,married,unknown,no,231.00,yes,no,unknown,12.00,may,57.00,2.00,-1.00,0.00,unknown,no
27.00,admin.,divorced,secondary,no,76.00,yes,no,unknown,4.00,jun,236.00,1.00,-1.00,0.00,unknown,no
30.00,unemployed,single,tertiary,no,302.00,no,no,cellular,11.00,feb,528.00,3.00,-1.00,0.00,unknown,yes
28.00,admin.,single,secondary,no,189.00,yes,no,cellular,31.00,jul,68.00,2.00,-1.00,0.00,unknown,no
58.00,retired,married,primary,no,565.00,no,no,telephone,7.00,jul,876.00,1.00,-1.00,0.00,unknown,yes
37.00,entrepreneur,married,tertiary,no,310.00,no,no,cellular,1.00,sep,76.00,1.00,-1.00,0.00,unknown,no
36.00,services,married,secondary,no,1746.00,yes,no,unknown,26.00,may,99.00,1.00,-1.00,0.00,unknown,no
39.00,technician,married,secondary,no,6.00,yes,no,cellular,18.00,may,122.00,3.00,357.00,4.00,failure,no
52.00,unemployed,married,primary,no,-110.00,no,yes,cellular,29.00,jan,141.00,1.00,-1.00,0.00,unknown,no
55.00,retired,married,secondary,no,2749.00,yes,yes,unknown,29.00,may,58.00,2.00,-1.00,0.00,unknown,no
30.00,management,single,tertiary,no,6495.00,no,no,cellular,30.00,mar,78.00,3.00,-1.00,0.00,unknown,no
36.00,blue-collar,single,secondary,no,35.00,yes,no,unknown,3.00,jun,435.00,3.00,-1.00,0.00,unknown,no
39.00,admin.,married,secondary,no,-650.00,no,no,cellular,15.00,may,123.00,2.00,364.00,1.00,failure,no
47.00,blue-collar,married,primary,no,292.00,no,yes,telephone,28.00,jul,210.00,3.00,-1.00,0.00,unknown,no
42.00,housemaid,single,primary,no,5774.00,yes,no,unknown,15.00,may,54.00,2.00,-1.00,0.00,unknown,no
42.00,management,married,secondary,no,2416.00,yes,no,unknown,20.00,may,138.00,4.00,-1.00,0.00,unknown,no
58.00,retired,married,secondary,no,35.00,no,no,cellular,29.00,jul,336.00,7.00,-1.00,0.00,unknown,no
68.00,retired,married,secondary,no,19317.00,yes,no,cellular,4.00,aug,249.00,1.00,-1.00,0.00,unknown,yes
43.00,technician,married,secondary,no,50.00,no,no,unknown,28.00,may,63.00,1.00,-1.00,0.00,unknown,no
44.00,blue-collar,married,secondary,no,-674.00,yes,no,unknown,5.00,may,257.00,1.00,-1.00,0.00,unknown,no
49.00,technician,married,tertiary,no,3726.00,no,no,cellular,5.00,aug,875.00,2.00,-1.00,0.00,unknown,yes
57.00,retired,married,tertiary,no,1180.00,yes,yes,unknown,14.00,may,191.00,2.00,-1.00,0.00,unknown,no
61.00,self-employed,divorced,tertiary,no,6610.00,no,no,cellular,24.00,feb,481.00,2.00,-1.00,0.00,unknown,yes
36.00,admin.,single,secondary,no,319.00,yes,no,cellular,18.00,may,120.00,2.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,1545.00,yes,yes,cellular,13.00,may,207.00,1.00,-1.00,0.00,unknown,no
51.00,technician,married,tertiary,no,1315.00,no,no,telephone,5.00,jun,303.00,2.00,-1.00,0.00,unknown,no
31.00,technician,single,tertiary,no,424.00,no,no,cellular,21.00,aug,93.00,2.00,-1.00,0.00,unknown,no
56.00,blue-collar,married,primary,no,151.00,no,no,cellular,3.00,feb,128.00,1.00,-1.00,0.00,unknown,no
30.00,technician,single,tertiary,no,-970.00,no,yes,cellular,21.00,aug,194.00,2.00,-1.00,0.00,unknown,no
38.00,services,married,secondary,no,-762.00,yes,yes,unknown,30.00,may,408.00,2.00,-1.00,0.00,unknown,no
35.00,services,married,secondary,no,181.00,yes,no,cellular,31.00,jul,5.00,3.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,unknown,no,-120.00,yes,no,cellular,17.00,jul,231.00,2.00,-1.00,0.00,unknown,no
39.00,admin.,divorced,secondary,no,1022.00,yes,no,unknown,20.00,jun,20.00,3.00,-1.00,0.00,unknown,no
50.00,management,married,tertiary,no,78.00,yes,no,cellular,14.00,jan,218.00,3.00,161.00,9.00,other,no
39.00,technician,married,tertiary,no,209.00,no,no,unknown,23.00,jul,36.00,2.00,-1.00,0.00,unknown,no
26.00,admin.,married,secondary,no,2469.00,no,no,cellular,16.00,jul,136.00,8.00,-1.00,0.00,unknown,no
55.00,technician,married,secondary,no,0.00,no,no,cellular,19.00,nov,336.00,1.00,-1.00,0.00,unknown,no
43.00,blue-collar,divorced,primary,no,328.00,no,yes,cellular,8.00,jul,192.00,1.00,-1.00,0.00,unknown,no
34.00,housemaid,married,tertiary,no,0.00,no,no,cellular,26.00,may,141.00,1.00,188.00,1.00,failure,no
51.00,self-employed,married,primary,no,307.00,yes,yes,unknown,17.00,jun,65.00,2.00,-1.00,0.00,unknown,no
31.00,management,married,tertiary,no,1384.00,yes,no,cellular,30.00,jan,203.00,2.00,2.00,3.00,other,no
32.00,management,married,tertiary,no,0.00,no,no,cellular,26.00,aug,104.00,9.00,-1.00,0.00,unknown,no
53.00,technician,married,secondary,no,719.00,yes,no,unknown,14.00,may,230.00,1.00,-1.00,0.00,unknown,no
44.00,management,divorced,tertiary,no,0.00,no,no,cellular,10.00,aug,71.00,1.00,-1.00,0.00,unknown,no
38.00,entrepreneur,married,tertiary,no,6704.00,yes,no,unknown,21.00,may,205.00,2.00,-1.00,0.00,unknown,no
47.00,self-employed,married,tertiary,no,4543.00,yes,no,unknown,14.00,may,162.00,1.00,-1.00,0.00,unknown,no
36.00,management,married,tertiary,no,0.00,yes,no,unknown,27.00,may,145.00,2.00,-1.00,0.00,unknown,no
30.00,management,single,tertiary,no,149.00,yes,no,unknown,3.00,jun,220.00,2.00,-1.00,0.00,unknown,no
46.00,blue-collar,married,secondary,no,-1400.00,yes,no,telephone,6.00,may,309.00,3.00,355.00,4.00,failure,no
33.00,entrepreneur,married,secondary,no,-118.00,yes,yes,unknown,27.00,may,421.00,3.00,-1.00,0.00,unknown,no
43.00,blue-collar,married,secondary,no,2160.00,no,no,cellular,8.00,sep,261.00,1.00,98.00,1.00,success,yes
38.00,management,married,tertiary,no,3452.00,no,no,cellular,13.00,aug,132.00,2.00,-1.00,0.00,unknown,no
27.00,technician,single,secondary,no,842.00,no,no,cellular,30.00,jul,273.00,1.00,91.00,1.00,other,no
38.00,management,married,unknown,no,3576.00,no,no,cellular,25.00,nov,349.00,2.00,183.00,1.00,success,yes
41.00,unemployed,married,tertiary,no,1666.00,no,no,unknown,9.00,jun,291.00,3.00,-1.00,0.00,unknown,no
29.00,technician,married,secondary,no,0.00,yes,no,cellular,28.00,jul,83.00,6.00,-1.00,0.00,unknown,no
39.00,services,married,secondary,no,0.00,yes,no,unknown,20.00,may,793.00,2.00,-1.00,0.00,unknown,no
42.00,blue-collar,single,primary,no,1628.00,yes,no,cellular,5.00,feb,119.00,1.00,195.00,8.00,success,no
47.00,services,married,secondary,no,51.00,yes,yes,unknown,16.00,may,312.00,1.00,-1.00,0.00,unknown,no
30.00,blue-collar,single,secondary,yes,447.00,no,no,unknown,14.00,may,103.00,6.00,-1.00,0.00,unknown,no
34.00,admin.,married,secondary,no,396.00,yes,no,cellular,16.00,jul,101.00,3.00,-1.00,0.00,unknown,no
45.00,housemaid,married,primary,no,4994.00,no,no,unknown,20.00,jun,48.00,1.00,-1.00,0.00,unknown,no
43.00,admin.,married,secondary,no,3215.00,yes,no,cellular,21.00,jul,228.00,3.00,-1.00,0.00,unknown,no
59.00,blue-collar,married,primary,no,2814.00,no,no,unknown,20.00,jun,81.00,3.00,-1.00,0.00,unknown,no
50.00,technician,married,secondary,no,0.00,no,no,cellular,7.00,jul,152.00,2.00,-1.00,0.00,unknown,no
39.00,blue-collar,married,secondary,no,293.00,yes,no,unknown,23.00,may,160.00,3.00,-1.00,0.00,unknown,no
36.00,technician,married,secondary,no,474.00,yes,no,unknown,27.00,may,59.00,1.00,-1.00,0.00,unknown,no
44.00,blue-collar,married,secondary,no,16178.00,yes,no,cellular,21.00,nov,297.00,1.00,-1.00,0.00,unknown,no
36.00,technician,married,tertiary,no,0.00,no,no,cellular,22.00,aug,147.00,2.00,-1.00,0.00,unknown,no
27.00,management,single,tertiary,no,88.00,no,no,cellular,4.00,may,143.00,1.00,-1.00,0.00,unknown,no
29.00,services,married,secondary,no,308.00,yes,no,unknown,28.00,may,75.00,1.00,-1.00,0.00,unknown,no
70.00,retired,married,secondary,no,1164.00,no,no,telephone,14.00,may,338.00,3.00,185.00,2.00,failure,no
44.00,management,married,tertiary,no,13893.00,no,no,unknown,11.00,jun,29.00,2.00,-1.00,0.00,unknown,no
55.00,management,married,tertiary,no,0.00,yes,no,unknown,14.00,may,159.00,2.00,-1.00,0.00,unknown,no
36.00,technician,divorced,secondary,no,-435.00,yes,no,unknown,2.00,jun,85.00,8.00,-1.00,0.00,unknown,no
28.00,technician,single,secondary,no,389.00,yes,no,cellular,11.00,may,15.00,7.00,-1.00,0.00,unknown,no
50.00,management,divorced,tertiary,no,356.00,no,no,cellular,8.00,may,198.00,2.00,358.00,5.00,other,no
49.00,technician,married,secondary,no,2718.00,no,no,unknown,19.00,may,114.00,2.00,-1.00,0.00,unknown,no
71.00,retired,divorced,tertiary,no,261.00,no,no,cellular,12.00,aug,1117.00,2.00,-1.00,0.00,unknown,no
31.00,admin.,single,secondary,no,757.00,no,no,cellular,3.00,feb,343.00,2.00,-1.00,0.00,unknown,no
45.00,management,single,tertiary,no,16.00,no,no,cellular,31.00,jul,59.00,2.00,-1.00,0.00,unknown,no
42.00,blue-collar,married,secondary,no,-422.00,no,no,cellular,9.00,jul,31.00,1.00,-1.00,0.00,unknown,no
45.00,admin.,married,secondary,no,248.00,no,no,cellular,16.00,jul,212.00,2.00,-1.00,0.00,unknown,no
47.00,technician,married,primary,no,145.00,yes,no,unknown,7.00,may,157.00,6.00,-1.00,0.00,unknown,no
60.00,retired,divorced,secondary,no,598.00,no,yes,cellular,8.00,jul,96.00,1.00,-1.00,0.00,unknown,no
35.00,management,married,tertiary,no,949.00,yes,no,unknown,27.00,may,245.00,2.00,-1.00,0.00,unknown,no
31.00,technician,single,tertiary,no,614.00,no,no,cellular,11.00,aug,72.00,4.00,-1.00,0.00,unknown,no
33.00,blue-collar,married,primary,no,1209.00,yes,no,cellular,16.00,apr,700.00,1.00,-1.00,0.00,unknown,no
50.00,self-employed,married,tertiary,no,202.00,yes,no,cellular,15.00,apr,107.00,1.00,148.00,4.00,failure,no
51.00,blue-collar,married,secondary,no,1840.00,yes,no,cellular,18.00,aug,312.00,3.00,-1.00,0.00,unknown,no
34.00,technician,married,secondary,no,114.00,yes,yes,cellular,4.00,jun,153.00,1.00,309.00,3.00,other,no
56.00,services,married,secondary,no,-229.00,no,yes,cellular,23.00,jul,55.00,10.00,-1.00,0.00,unknown,no
29.00,services,married,secondary,no,182.00,yes,no,telephone,13.00,may,38.00,3.00,-1.00,0.00,unknown,no
31.00,blue-collar,married,secondary,no,401.00,no,no,cellular,14.00,aug,96.00,3.00,-1.00,0.00,unknown,no
44.00,technician,divorced,unknown,no,759.00,yes,no,unknown,23.00,may,397.00,1.00,-1.00,0.00,unknown,no
55.00,retired,married,secondary,no,4194.00,no,yes,telephone,30.00,jul,208.00,3.00,-1.00,0.00,unknown,no
35.00,student,single,unknown,no,0.00,no,no,telephone,28.00,jan,122.00,3.00,-1.00,0.00,unknown,no
36.00,technician,married,tertiary,no,629.00,yes,yes,cellular,29.00,dec,109.00,1.00,246.00,1.00,failure,no
54.00,retired,married,secondary,no,153.00,yes,yes,unknown,26.00,may,74.00,1.00,-1.00,0.00,unknown,no
32.00,management,married,tertiary,no,553.00,yes,no,cellular,22.00,jul,72.00,1.00,-1.00,0.00,unknown,no
36.00,management,divorced,tertiary,no,1057.00,no,no,cellular,5.00,feb,383.00,2.00,-1.00,0.00,unknown,no
60.00,retired,married,secondary,no,78.00,yes,no,unknown,12.00,may,113.00,3.00,-1.00,0.00,unknown,no
32.00,technician,single,secondary,no,-28.00,no,yes,unknown,4.00,jul,400.00,1.00,-1.00,0.00,unknown,no
57.00,management,married,tertiary,no,929.00,no,no,cellular,19.00,aug,387.00,8.00,-1.00,0.00,unknown,no
34.00,blue-collar,married,primary,no,428.00,yes,no,cellular,18.00,may,59.00,2.00,-1.00,0.00,unknown,no
27.00,student,single,secondary,no,268.00,yes,no,cellular,13.00,may,528.00,1.00,358.00,2.00,failure,no
52.00,management,single,tertiary,no,83.00,no,no,cellular,26.00,aug,1223.00,6.00,-1.00,0.00,unknown,yes
45.00,admin.,divorced,unknown,no,998.00,yes,no,telephone,30.00,jul,38.00,2.00,-1.00,0.00,unknown,no
58.00,admin.,single,secondary,no,2223.00,no,no,cellular,4.00,dec,1139.00,2.00,114.00,1.00,success,no
39.00,blue-collar,single,primary,no,6.00,yes,no,cellular,19.00,nov,286.00,2.00,-1.00,0.00,unknown,no
48.00,blue-collar,single,secondary,no,312.00,yes,yes,cellular,3.00,feb,369.00,2.00,-1.00,0.00,unknown,no
36.00,management,single,secondary,no,0.00,no,no,cellular,13.00,aug,333.00,5.00,-1.00,0.00,unknown,no
31.00,technician,single,secondary,no,691.00,yes,no,cellular,8.00,may,198.00,1.00,-1.00,0.00,unknown,no
41.00,management,married,tertiary,no,771.00,yes,no,cellular,26.00,aug,106.00,8.00,-1.00,0.00,unknown,no
30.00,self-employed,single,secondary,no,192.00,no,no,cellular,22.00,jul,423.00,1.00,-1.00,0.00,unknown,no
57.00,retired,married,tertiary,no,0.00,no,no,cellular,12.00,aug,116.00,4.00,-1.00,0.00,unknown,no
29.00,admin.,single,secondary,no,1070.00,yes,no,unknown,19.00,may,30.00,1.00,357.00,1.00,other,yes
29.00,services,divorced,secondary,no,84.00,yes,no,cellular,13.00,apr,1101.00,2.00,-1.00,0.00,unknown,yes
30.00,management,single,tertiary,no,2.00,no,no,cellular,16.00,jun,102.00,1.00,85.00,1.00,failure,no
44.00,management,married,tertiary,no,1242.00,yes,no,cellular,6.00,aug,384.00,6.00,-1.00,0.00,unknown,no
33.00,student,single,unknown,no,5969.00,no,no,cellular,4.00,sep,156.00,2.00,127.00,8.00,failure,no
56.00,admin.,divorced,secondary,no,3337.00,yes,no,telephone,17.00,nov,99.00,3.00,-1.00,0.00,unknown,no
26.00,services,single,secondary,no,1347.00,no,no,telephone,18.00,jun,280.00,6.00,92.00,5.00,other,yes
52.00,technician,married,secondary,no,64.00,no,no,telephone,29.00,aug,20.00,2.00,-1.00,0.00,unknown,no
32.00,management,single,secondary,no,249.00,yes,no,unknown,2.00,jun,258.00,1.00,-1.00,0.00,unknown,no
36.00,technician,single,secondary,no,0.00,no,no,cellular,29.00,aug,85.00,6.00,-1.00,0.00,unknown,no
26.00,blue-collar,married,secondary,no,128.00,no,no,unknown,4.00,jul,355.00,1.00,-1.00,0.00,unknown,no
37.00,blue-collar,married,secondary,no,196.00,yes,no,unknown,5.00,jun,66.00,3.00,-1.00,0.00,unknown,no
34.00,technician,married,secondary,no,351.00,yes,no,cellular,18.00,jul,467.00,1.00,-1.00,0.00,unknown,no
26.00,services,single,secondary,no,5533.00,yes,no,cellular,7.00,may,582.00,2.00,283.00,4.00,failure,no
